Título,Revisiones,Año Publicación,Idioma,Rating,ISBN
What Every Investor Needs to Know about Accounting Fraud,2,2003,2,3.27,0071422765
What Every Fidelity Investor Needs to Know,1,2006,2,3.86,0470036273
Millionaire Women Next Door: The Many Journeys of Successful American Businesswomen,64,2004,2,3.88,0740745328
Think and Grow Rich,5,2001,2,4.18,158063205X
Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,2336,2005,1,4.18,1585424331
Think and Grow Rich!,25,2004,2,4.18,1593302002
The Think and Grow Rich Action Pack,2,1988,2,4.18,0452266602
Think and Grow Rich: Instant Motivator,1,2003,2,4.18,1932429158
Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),14,2006,1,3.58,0977616657
Practical Subversion,0,2004,2,3.83,1590592905
Control and Subversion: Gender Relations  in Tajikistan,0,2004,2,4.29,0745321674
Bodies of Subversion: A Secret History of Women and Tattoo,19,2001,2,4.01,189045110X
Dreams of Subversion in Medieval Jewish Art and Literature,2,1997,2,3.71,0271016051
Recovering Subversion: FEMINIST POLITICS BEYOND THE LAW,0,2004,2,4.22,0252029690
Trump: The Art of the Deal,972,2004,1,3.67,0345479173
Trump Strategies for Real Estate: Billionaire Lessons for the Small Investor,18,2006,2,4.11,0471774340
Trump University Real Estate 101: Building Wealth with Real Estate Investments,9,2006,2,3.65,0471917273
Trump: How to Get Rich,164,2004,2,3.38,0345481038
Trump: The Way to the Top: The Best Business Advice I Ever Received,28,2004,2,3.38,1400050162
Trump,0,1997,2,3.55,0609000683
Trump: Surviving at the Top,13,1990,2,3.52,0394575970
Trump: The Best Real Estate Advice I Ever Received: 100 Top Experts Share Their Strategies,14,2006,2,3.56,140160255X
Maybe You Never Cry Again,52,2004,2,4.26,0060529326
Bernie Mac,0,2006,2,5.0,1584154888
The Richest Man in Babylon,3555,2008,1,4.26,0451205367
Richest Man In Babylon For Today,9,2004,2,3.88,0967936632
Shibumi,641,2005,1,4.21,1400098033
Shibumi and the Kitemaker,1,2003,2,4.05,0761451455
1776,6288,2006,1,4.07,0743226720
If You Were There in 1776,5,1994,2,3.7800000000000002,0027123227
Gap Creek,19,2001,2,3.73,074322535X
For the Good of the Earth and Sun: Teaching Poetry,8,1989,2,4.27,043508495X
The Good Earth (Cliffs Notes),0,1974,2,4.0,0822005352
From the Good Earth: A Celebration of Growing Food Around the World,0,1993,2,4.2,0810933187
Daily Inspiration for the Purpose Driven Life: Scriptures and Reflections from the 40 Days of Purpose,0,2004,2,4.4,0310807980
Purpose Driven Life - For Commuters: What on Earth Am I Here For?,2,2005,1,3.93,0310258979
Purpose Driven Life Journal: What on Earth Am I Here For?,46,2002,2,4.24,0310803063
A Catholic Perspective On The Purpose Driven Life,2,2006,2,3.8200000000000003,0899421326
Daily Inspiration for the Purpose Driven Life,0,2004,2,4.4,0310807255
Fast Food Nation: The Dark Side of the All-American Meal,4941,2005,1,3.74,0060838582
Fast Food Nation: What The All-American Meal is Doing to the World,77,2002,1,3.74,0141006870
Snow Flower and the Secret Fan,14966,2006,1,4.07,0812968069
Do You Want to Know a Secret?: The Story of the Official George Harrison Fan Club,0,2005,2,5.0,074142892X
Secrets of the Super [Football] Athletes: Tips for Fans and Players,0,1982,2,5.0,044097979X
All Men Have Secrets,4,1995,2,3.92,0863698743
The Broker,2354,2006,1,3.7800000000000002,0385340540
The Power Broker: Robert Moses and the Fall of New York,1271,1975,1,4.51,0394720245
Body for Life Success Journal,2,2002,2,4.04,0060515597
Body Piercing Saved My Life: Inside the Phenomenon of Christian Rock,45,2006,2,3.61,0306814579
The Warren Buffett Way,16,2005,1,4.14,0471743674
The Warren Buffett Portfolio: Mastering the Power of the Focus Investment Strategy,2,2000,2,4.14,0471392642
Trade Like Warren Buffett,8,2005,2,3.56,0471655848
How to Think Like Benjamin Graham and Invest Like Warren Buffett,8,2002,2,3.7800000000000002,0071409394
The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,1,2003,1,4.08,0471430455
Warren Buffett: : Master of the Market,0,1999,2,3.62,0380788861
Warren Buffett: The Good Guy of Wall Street,0,1995,2,4.1,155611432X
The Buffettology Workbook: Value Investing The Warren Buffett Way,2,2001,2,3.94,0684871718
Of Permanent Value: The Story of Warren Buffet,1,2002,2,4.07,0964190540
Damn Right!: Behind the Scenes with Berkshire Hathaway Billionaire Charlie Munger,54,2003,2,4.14,0471446912
Monkey Business: Swinging Through the Wall Street Jungle,140,2001,2,3.95,0446676950
Monkey Business,31,2004,2,4.17,1553374622
Monkey Business: True Story of the Scopes Trial,8,2005,1,3.15,0805431578
Simply Bruschetta: Garlic Toast the Italian Way,2,2001,2,3.75,0945045069
Simply Italian,0,2002,2,3.9,174045197X
Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,2,2001,1,4.08,1841721476
Simply Tuscan: Recipes for a Well-Lived Life,2,2000,2,3.56,0385492901
Simply Sicilian: Family Recipes,0,2005,2,0.0,0595350356
Everyday Italian: 125 Simple and Delicious Recipes,218,2005,1,3.95,1400052580
Everyday Pasta,56,2007,1,4.09,0307346587
Alex & Penny in Egypt,0,2007,2,0.0,8854401595
Alex & Penny Ballooning over Italy,0,2007,2,3.0,8854401609
Eat This Book: Cooking with Global Fresh Flavors,15,2004,1,3.93,1400052378
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,13171,2006,1,3.9699999999999998,0061234001
Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,24,2006,2,3.9699999999999998,8466625127
The Semi-Complete Guide to Sort of Being a Gentleman,0,2005,2,4.5,0595341527
Miracle Collapse: The 1969 Chicago Cubs,2,2006,2,3.44,080322026X
La Chute de John R.,0,2003,2,3.96,2714439187
Life of Pi,670,2004,1,3.91,0156030209
Keys to Investing in Real Estate,1,2005,2,2.0,0764129031
The Shadow of the Wind,11,2005,2,4.27,0143057812
Shadows and Wind: A View of Modern Vietnam,9,1999,1,3.5,0140285970
In the Shadow of the Wind,2,1994,2,3.66,0887845568
Shadows on the Wind,0,1995,2,2.8,0440613434
A Million Little Pieces,10868,2005,1,3.65,0307276902
A Million Little Pieces of Feces,6,2006,1,3.56,1411677315
A Million Little Lies,24,2006,1,3.42,0061171468
Sandpaper Sisters,1,2005,2,4.0,1932902481
A Million Little Pieces of Close to Home: A Close to Home Collection,0,2006,2,3.61,0740761986
The Leadership Challenge,40,2003,1,4.05,0787968331
Leadership and Self-Deception: Getting Out of the Box,17,2000,2,4.14,1576750949
Primal Leadership: Learning to Lead with Emotional Intelligence,39,2004,2,3.96,1591391849
Leadership Is an Art,119,2004,2,4.0,0385512465
Lincoln on Leadership: Executive Strategies for Tough Times,283,1993,1,4.15,0446394599
Leadership 101: What Every Leader Needs to Know,169,2002,2,4.15,0785264191
The Leadership Pipeline: How to Build the Leadership-Powered Company,35,2000,2,3.92,0787951722
Leadership in Organizations,4,2005,1,3.69,0131494848
Complete Giuliani Studies,0,1995,2,4.0,0786614331
Grand Illusion: The Untold Story of Rudy Giuliani and 9/11,4,2006,2,3.71,0060536608
120 Studies for Right Hand Development,1,1983,2,4.41,0898981905
Rudy Giuliani: Emperor of the City,1,2001,2,3.44,0060093897
Rudy! An Investigative Biography Of Rudolph Giuliani,1,2000,2,3.74,0465005233
Leadership Through the Ages: A Collection of Favorite Quotations,0,2003,2,3.86,1401355544
A Day in the Life of a Mayor: Featuring New York City Mayor Rudy Giuliani,0,2001,2,0.0,0823953033
Assessment in Special Education: A Practical Approach,0,2001,2,3.58,0205321461
Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,1,1998,1,3.62,0060192771
Freddy and the Men from Mars,9,2002,2,4.19,1585672696
Investing in REITs: Real Estate Investment Trusts,8,2006,2,3.64,1576601935
Real Estate Securities: The Reit Investment Handbook,0,1994,2,0.0,0942641604
J.K.Lasser Pro Real Estate Investment Trusts: New Strategies for Portfolio Management,0,2002,2,0.0,0471211664
How to Talk to Women,1,2002,2,4.83,0971907609
How to Succeed with Women,14,1998,1,3.75,0735200300
How to Succeed with Men,1,2000,2,2.92,0735201404
How to Survive the IRS: My Battles Against Goliath,2,2001,2,3.6,1569801703
The Bad Guys Won!,188,2005,2,4.02,0060507330
Moneyball: The Art of Winning an Unfair Game,4192,2004,1,4.26,0393324818
Juiced Official Strategy Guide,0,2005,1,0.0,0744005612
The 48 Laws of Power,3269,2000,1,4.18,0140280197
The Exp 48 Laws of Power,0,2005,2,4.18,0733614973
Gates of Fire,1644,2005,1,4.42,055338368X
Through Gates of Fire: A Journey into World Disorder,2,2004,2,3.7,0753817861
The Afghan Campaign,198,2006,1,3.96,038551641X
The Virtues of War: A Novel of Alexander the Great,226,2005,2,3.9699999999999998,0553382055
Tides of War,159,2001,1,3.9,0553381393
Last of the Amazons,125,2003,1,3.75,0553382047
The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,4757,2003,1,4.0,0446691437
Gita on the Green,2,2002,1,3.7800000000000002,0826413013
Phaedrus,0,2002,2,3.93,140432500X
Phaedrus and Letters VII and VIII,20,1973,1,4.09,0140442758
Enthusiasm and Divine Madness,4,2019,1,4.5,189031823X
The Fables of Phaedrus,7,1992,2,3.52,029272473X
Gorgias/Phaedrus (Agora),1,1998,1,4.35,0801435307
Encomium of Helen,9,1991,2,3.7,0862920531
Gorgias and the New Sophistic Rhetoric,0,2002,2,4.0,0809323974
The Histories,604,2003,1,3.98,0140449086
The History (Great Minds),0,1992,1,3.98,0879757779
The History,6,1987,1,3.98,0226327701
The Iliad,3488,1999,1,3.86,0140275363
The Iliad/The Odyssey,385,1999,1,4.04,0147712556
The Odyssey,6647,2006,1,3.76,0143039954
African American Odyssey,0,2000,2,0.0,0137588305
Earth Odyssey: Around the World in Search of Our Environmental Future,32,1999,2,4.22,0767900596
Aeneid: Books I-VI,26,1964,2,4.14,0865164215
Herding Dogs: Progressive Training,4,1994,2,3.9699999999999998,0876056443
Vergil: A Legamus Transitional Reader,0,2004,2,3.71,0865165785
Latin (Vergil),0,2018,2,0.0,083736213X
Midwest Eclogue,0,2005,2,3.74,039306090X
Eclogues. Georgics. Aeneid: Books 1-6,10,1999,4,4.23,067499583X
City Eclogue,7,2006,1,4.13,1891190237
The Eclogues and The Georgics,18,1999,1,3.8,0192837680
<I>Eclogues</I> and  <I>Georgics</I> of Virgil,3,1990,2,3.8,0801841119
The Eclogues of Virgil: A Translation,5,1999,2,3.9,0374146349
The Dry Danube: A Hitler Forgery,2,2000,2,4.0,081121432X
Old Dry Frye,10,2001,2,4.22,0439163927
The Complete Pelican Shakespeare,25,2002,1,4.5,0141000589
The Complete Works,6,1991,1,4.5,0517092948
Hamlet,7338,2005,1,4.02,0521618746
The Compleat Works of Wllm Shkspr (abridged),119,1994,1,4.44,1557831572
The Pilgrimage: A Contemporary Quest for Ancient Wisdom,95,1995,1,3.65,006251279X
The Valkyries,87,1996,1,3.31,0062513346
Warrior of the Light,958,2004,1,3.7,0060527986
The Zahir,2607,2006,1,3.5700000000000003,0060832819
By the River Piedra I Sat Down and Wept,2730,2006,1,3.5700000000000003,0061122092
The Fifth Mountain,75,2000,1,3.62,0060930136
Veronika Decides to Die,5541,2006,1,3.71,0061124265
Hamlet (Norton Critical Edition),16,1992,2,4.02,0393956636
History of the Peloponnesian War: Bk. 1-2,7,1919,4,4.32,0674991206
Thucydides Reader: Annotated Passages from Books I-VIII of the Histories,0,2005,2,4.0,1585101265
History of the Peloponnesian War: Bk. 5-6,0,1921,4,4.36,0674991222
Thucydides: An Introduction for the Common Reader,3,2005,2,3.7,0691123519
Thucydides: Book I,0,1991,2,4.0,0862920272
Once Again for Thucydides: Fiction,5,1998,2,3.65,0811213889
Apologies to Thucydides: Understanding History as Culture and Vice Versa,2,2004,2,4.38,0226734005
Thucydides,3,1987,2,4.39,0691102392
Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,57,1955,1,4.03,0226307808
Euripides V: Electra / The Phoenician Women / The Bacchae,46,1969,1,4.21,0226307840
Euripides: Ten Plays,21,1998,2,4.17,0451527003
Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,8,1968,1,4.21,0226307832
Grief Lessons: Four Plays by Euripides,89,2006,1,4.4,1590171802
Ten Plays,22,1990,1,4.17,0553213636
Bacchae,16,2000,2,3.88,052165372X
Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,12,2002,1,4.31,0226307816
Medea and Other Plays,126,2003,1,4.03,0140449299
Cyclops / Alcestis / Medea,4,1994,4,4.23,0674995600
Medea,9,2002,5,3.87,0521643864
The Bacchae and Other Plays,9,2006,1,4.14,0140447261
Four Plays: Medea / Hippolytus / Heracles / Bacchae,18,2002,2,3.95,158510048X
Plays 1: Medea/The Phoenician Women/Bacchae,0,2000,1,3.7800000000000002,0413752801
Elektra,0,2004,2,3.95,0413770400
The Trojan Women and Other Plays,15,2001,2,3.94,019283987X
Hippolytus,9,2001,2,3.8200000000000003,0941051862
The Trojan Women and Hippolytus,4,2002,1,3.63,0486424626
The Bacchae of Euripides: A Communion Rite,6,2004,1,3.86,0393325830
Orestes and Other Plays,2,2001,1,4.09,0192832603
Children of Heracles / Hippolytus / Andromache / Hecuba,5,1995,4,4.29,0674995333
Suppliant Women / Electra / Heracles,4,1998,4,4.44,067499566X
Iphigenia in Aulis,58,1997,2,4.03,1566631114
Three Great Plays: Medea / Hippolytus / Helen,2,1958,2,3.77,0452010403
Helen,1,2007,1,3.71,090651598X
Euripides: Bacchae (Duckworth Companions to Greek & Roman Tragedy) (Duckworth Companions to Greek & Roman Tragedy),2,2006,2,3.83,0715634305
The Essential Euripides,0,1995,2,4.75,0865165130
Euripides: Hippolytus,0,2002,2,3.61,0715629743
Euripides: Medea,1,2002,1,4.04,071563187X
Trojan Women / Iphigenia Among the Taurians / Ion,2,1999,4,4.06,0674995740
Helen / Phoenician Women / Orestes,3,2002,4,4.08,0674996003
Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),1,2006,1,4.03,0715629948
The Hippolytus of Euripides,2,2004,2,3.8200000000000003,141792540X
The Bacchae of Euripides: A New Translation with a Critical Essay,3,1968,2,3.88,0803251947
Suppliant Maidens/Persians/Prometheus/Seven Against Thebes (Loeb Classical Library 145),3,1922,2,4.1,0674991605
Prometheus Bound and Other Plays,64,1961,1,4.1,0140441123
Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),3,2004,1,3.9699999999999998,0521539811
Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,2,1998,1,4.1,0812216717
The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,8,1996,1,4.02,0486292428
The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,0,2004,1,4.1,1419150014
Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),39,1969,1,4.14,0226307867
The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,46,1996,1,3.98,0452011671
The Complete Plays,41,2001,1,4.27,0451527844
The Complete Plays of Sophocles,7,1991,2,4.27,0553213547
Antigone (Translations from Greek Drama),9,2003,2,3.65,052101073X
Antigone (Greek and Latin Classics),2,1999,2,3.65,0521337011
Antigone; Oedipus the King; Electra,200,1998,1,3.94,0192835882
The Oedipus Plays of Sophocles,1,1958,1,3.98,0451621603
Sophocles 1: Ajax/Women of Trachis/Electra/Philoctetes,1,1998,2,4.14,0812216539
Oedipus Rex (Greek and Latin Classics),1,2006,5,3.7,0521617359
Oedipus the King,58,2005,1,3.7,1416500332
Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,81,1984,1,4.06,0452007178
Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,8,1996,1,3.91,0415907446
Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,0,1998,1,3.83,0812234561
Birds/Lysistrata/Women at the Thesmophoria (Loeb Classical Library 179),8,2000,2,4.18,0674995872
Lysistrata and Other Plays,121,2003,1,3.95,0140448144
Acharnians,1,2003,1,3.45,1585100870
Clouds,16,1993,2,3.75,0941051242
Lysistrata,8,1988,2,3.85,0941051021
Clouds/Wasps/Peace,10,1998,5,4.07,0674995376
Socrates and Aristophanes,0,1996,2,4.18,0226777197
Three Plays: The Wasps / The Poet and the Women / The Frogs,28,1964,1,3.94,0140441522
Four Comedies: Lysistrata/The Congresswomen/The Acharnians/The Frogs,12,1969,2,3.83,0472061526
Frogs/Assemblywomen/Wealth (Loeb Classical Library 180),4,2002,5,4.21,0674995961
Aristophanes,0,1996,2,3.5,0521575753
Aristophanes and Athens: An Introduction to the Plays,3,1995,1,4.07,0198721595
The Birds,12,1999,2,3.88,0941051870
Three Comedies: The Birds/The Clouds/The Wasps,3,1969,2,3.79,0472061534
The Knights / Peace / The Birds / The Assembly Women / Wealth,1,1978,1,3.69,0140443320
Spectacles of Truth in Classical Greek Philosophy: Theoria in Its Cultural Context,1,2004,2,4.5,0521838258
Genres in Dialogue: Plato and the Construct of Philosophy,2,2000,1,4.33,0521774330
The Nightingale Question: Five Poets from Saxony,0,2004,2,0.0,0907562523
Thomas Cole (Famous Artists Series),0,2000,2,3.75,0823006484
Thomas Cole,0,2000,2,4.33,0810929155
The Life and Works of Thomas Cole,2,1997,2,3.67,1883789133
Along the Juniata: Thomas Cole and the Dissemination of American Landscape Imagery,0,2003,2,2.5,0295983116
The Origins of Rhetoric in Ancient Greece,0,1995,2,3.25,0801851181
Rhetoric and the Origins of Medieval Drama,0,1992,2,4.0,0801426553
Democracy and Punishment: Disciplinary Origins of the United States,0,1987,2,4.0,0299114007
Political Philosophy and Rhetoric: A Study of the Origins of American Party Politics,0,1977,2,3.0,0521213231
Defining Reality: Definitions and the Politics of Meaning,2,2003,2,4.43,0809325012
Protagoras and Logos: A Study in Greek Philosophy and Rhetoric,0,2003,2,4.07,1570035210
The Beginnings of Rhetorical Theory in Classical Greece,0,1999,2,4.0,0300075901
The Curious Incident of the Dog in the Night-Time,35881,2004,1,3.88,1400032717
The Night Gardener,361,2006,1,3.64,0316156507
West with the Night,2504,1983,1,4.19,0865471185
Twelfth Night,2548,2004,1,3.98,0743482778
Brokeback Mountain: Story to Screenplay,44,2006,2,4.12,0743298152
Brokeback Mountain,1781,2005,1,3.94,0743271327
Getting Things Done: The Art of Stress-Free Productivity,3903,2002,1,3.99,0142000280
Getting Things Done When You Are Not in Charge,12,2001,1,3.46,1576751724
Formas breves,34,2001,2,4.19,843392463X
El último lector,25,2009,2,4.15,8433968777
The Absent City,19,2000,2,3.76,0822325861
Money to Burn,12,2004,1,3.75,1862076650
Respiración artificial,80,2008,2,3.9699999999999998,8433924710
Plata quemada,68,2005,2,3.75,8433924621
No Excuses: Antonio Sabato Jr. Workout For Life,0,1999,2,3.4,078930354X
Aleppo Tales,2,2005,2,4.2,1592641261
On Heroes and Tombs,12,1988,2,4.28,0345349288
El túnel,61,2003,2,4.05,8432216429
The Tunnel,1,1991,2,4.05,0345373774
The Confessions (Works of Saint Augustine 1),24,2002,1,3.92,1565480848
The Confessions of St. Augustine,60,2005,2,3.92,0800787242
The City of God,16,2000,1,3.92,0679783199
The Enchiridion on Faith Hope and Love (Augustine Series 1),23,1999,1,4.05,1565481240
